x_0,x_1,x_2,x_3,x_4,x_5
0.11791266966603123,-3.0163812465202113,-0.3922536181361517,0.3382722238272125,0.4652898753983397,0.9623557113343643
-0.21025775177342823,-0.16565581262414916,-1.3321174294098623,-0.20452153917319804,-1.2615750623977986,-1.8478701198054168
-1.0851793701105783,1.5086849078039715,-0.27056120151327656,0.21987736302336577,-0.5134962511980561,-1.7905510194518974
0.9361131249297073,-2.1721981398555887,-0.5547926767916584,-0.05461488085006111,0.23048964342985517,-0.7264696045288699
-1.8379614830549744,-0.8010932923354382,-0.7487579876196624,-0.7730934951550803,0.9700585902076034,-1.2136027781391423
0.30097927443815886,0.15829703721791577,0.96045507747167,-0.13313187173693122,0.7911309671975586,-0.17222013809409803
0.4343925265848003,-1.5029410872472406,-2.6382780762911087,0.3775468535658534,0.43118312603922965,0.4755023331518825
-0.5249325147546792,1.4897222522103726,-0.45987781573702197,0.4208790196723695,0.5946362250040785,1.7187401597491105
-0.31702961978983357,-0.6531929062291528,-1.4981453844153232,1.552367006662473,0.42141090704854006,0.4530611058943021
3.11670424132392,0.3250447411862994,-1.3023214051000322,-0.19590357499297611,-0.9747824088486532,-0.3958683945827724
-0.40258960275460726,-0.5870243910670495,-1.393282505355397,1.5925016336722961,0.2988480444383938,-0.22547203470023827
0.757637829515743,0.471067274849391,0.27569073274204753,0.6849980727668268,0.13393474375865663,0.6702214569915914
0.7531123008777751,0.16271873503280307,-0.22039449349611565,1.5303978014539088,-0.4779015397734336,0.3913136004273458
0.41390841073906653,-0.6095578522636356,-0.8078223853114933,-0.353852020869851,-0.4922168531756078,-1.4581305616388653
-0.6514950825192756,0.26622298463456223,1.2659435841485986,0.5543913351736333,-2.599534498370238,0.6413037147573276
-0.5581517858957178,0.453080074687763,-0.014135259210628073,-0.19268762608682777,-0.10223572796214128,-0.02242430826978004
1.3444049720902438,-0.019660187085087422,1.0855361331812003,0.9399058658456572,0.667045547583653,-1.7866188201296775
1.1166326561616067,-0.45790129413558806,0.7157272810747723,-0.9725328332404135,-1.1850740433032558,1.9763887368311992
-0.9569830668381143,1.1461066390517474,0.11842032143652105,-0.4201200583601715,-0.04482888433020653,-1.3010944965313112
-0.013754379609230549,-1.0827403138959595,-0.39544379431398563,0.925299563969576,0.2541906765576573,-1.4821704988805215
0.8514881269138698,-0.007099761909142564,-0.5421852684093387,0.746676303908931,-0.16720683697700237,-1.1656613399057127
1.8478097114496044,-0.017287442890987742,-0.08138520448221714,-0.40510517173058996,1.1799657394575893,-0.5248785081420402
-1.5449798588116046,-0.6786776618959786,1.3267746004547925,0.8321321614571173,-0.25501565265986115,1.3732551416404741
0.7479422288218825,-0.2665893636346067,-0.16590985510107972,0.3293177319454342,-0.8318869496638158,0.004505065509350931
0.3085133646132903,-1.6869662386085398,-0.18932032256789785,-0.3030561853656883,1.0280680199603225,-1.844496993811034
-0.38150601970371084,-0.4817546473645869,0.9600709639216006,-0.04354656936489266,1.7960946456523694,0.6622133819063865
-0.410222994189519,0.23965869655895883,-0.3540688093694581,0.8593960904904201,-1.332197713291012,-0.8236959765713334
0.45568991855492125,1.225756448723621,-2.201968596139199,1.3744712159904158,-0.14013512842800616,-1.883874961937163
-3.0017278418893385,-1.5293860658082796,-0.019704855845401752,-0.06589803780888462,0.6332004347093099,-0.5494871775609635
-1.108040546446171,-0.413086387660893,0.033610286911577296,0.23077279495527736,-0.7891646992724058,0.9014467003353596
-0.6213967717240335,-0.8697173623249038,-0.5423915094682898,1.0748401757026071,-0.13279645294065934,-0.6945135030697719
0.9261077504485437,2.1427485399487463,0.2096826343089477,1.2338424608654335,1.0360779505747895,-0.605639751658333
0.02663418047623251,-1.2825446297039873,-0.20494226636163507,-0.626190369125724,-0.40288595717563497,-0.7498950313803366
-0.28709680819556727,0.5322326862649144,-0.11949191043999567,-1.8643731977553857,-0.7461205648984861,-1.5193993525582523
0.24406022598176774,0.5033173640541875,0.25654822185416504,-0.7874043932993874,0.2468539291312162,-0.47011425576887506
-1.1382254497502524,0.7419299197089303,0.8180277537237719,0.948895481083506,-0.6083486000324562,1.1793623126930788
-0.4935822513280676,0.653501321538513,-0.5109126617666753,-0.22398216374577085,-2.4211778573891896,-0.30191321441691565
0.09108996678502743,-0.41004961736383877,1.7561880680851394,-1.1624660853252764,-0.5635812371039258,-0.9048726099858533
-0.5637769789954712,1.031413062940705,1.4780317943269636,-0.7007926109189417,-0.7230075427232033,-1.157128648593915
1.3062853865193034,1.1210044069163025,-0.10598179998878679,-1.39609919630688,-1.306662565456252,0.1706294503845932
0.5493379184464988,-2.0661448050211484,-0.3213099105378827,1.6182958895573838,-0.21750920663028547,1.489638090790624
0.6490461289556837,-1.0842796008353577,-0.292671293351856,-0.1286942385447029,-0.9525115680935066,-0.9698680228109412
1.5067685921185607,-0.9773606196929516,1.0784360764086802,-0.4364844783650164,-0.025639329883172433,0.5618444182385726
-0.5985586729046787,0.5679043134945333,-2.046429699548382,0.43970738841463686,-2.468530124571636,-0.2268467266984575
0.8542429853184914,0.6222953060583759,-1.298410478961941,-1.169664396093517,-0.6886720403226348,0.18621586235813473
-2.0319331900437034,-0.013223575848558187,0.31142937380006447,-0.2830371808709837,0.5253209680530518,0.22372415832620401
-0.5416542593988953,-1.9361893602594902,0.13341308157082288,-0.9530753652299778,-0.5783426248615452,0.47912421796308585
1.4173333834343511,-0.038060123442009,0.5540648364458706,-1.4444793411528907,0.2455235809950345,-0.059905937677162444
1.2292275806261819,-0.5404584760287566,-0.24163761716237078,1.0588144671327948,-0.09203379239464947,-1.1088413812872686
2.551633273290123,-1.0785927633367334,-0.06470008154952371,0.3466881560256132,0.26761750903111453,-0.18974370400639878
-0.18476037052630803,-0.23493186628795537,-1.115933858591372,2.150219214422729,-0.219990917713377,0.5969309928230956
-0.3346528576816054,-0.3547636723554835,-0.4554436626696503,-1.5498457879892507,-0.16062114012076936,-0.4070076543194302
1.171524509184777,-1.1967001175845153,-0.577147177554855,-0.8984404667540822,1.4425303940118088,-0.8694084448546713
